UF;Município;DSVACINAmn;Distribuída aos Municípios
SP;Valentim Gentil;BUTANTAN/SINOVAC;10638
SP;Valentim Gentil;FIOCRUZ/ASTRAZENECA;7825
SP;Valentim Gentil;JANSSEN (JOHNSON & JOHNSON);700
SP;Valentim Gentil;PFIZER/BIONTECH;7914
SP;Valinhos;BUTANTAN/SINOVAC;86970
SP;Valinhos;FIOCRUZ/ASTRAZENECA;80850
SP;Valinhos;JANSSEN (JOHNSON & JOHNSON);6040
SP;Valinhos;PFIZER/BIONTECH;69840
SP;Valparaíso;BUTANTAN/SINOVAC;15029
SP;Valparaíso;FIOCRUZ/ASTRAZENECA;14730
SP;Valparaíso;JANSSEN (JOHNSON & JOHNSON);1110
SP;Valparaíso;PFIZER/BIONTECH;14238
SP;Vargem;BUTANTAN/SINOVAC;7339
SP;Vargem;FIOCRUZ/ASTRAZENECA;6315
SP;Vargem;JANSSEN (JOHNSON & JOHNSON);475
SP;Vargem;PFIZER/BIONTECH;5412
SP;Vargem Grande Do Sul;BUTANTAN/SINOVAC;23388
SP;Vargem Grande Do Sul;FIOCRUZ/ASTRAZENECA;24725
SP;Vargem Grande Do Sul;JANSSEN (JOHNSON & JOHNSON);1740
SP;Vargem Grande Do Sul;PFIZER/BIONTECH;25068
SP;Vargem Grande Paulista;BUTANTAN/SINOVAC;33170
SP;Vargem Grande Paulista;FIOCRUZ/ASTRAZENECA;30115
SP;Vargem Grande Paulista;JANSSEN (JOHNSON & JOHNSON);2535
SP;Vargem Grande Paulista;PFIZER/BIONTECH;32928
SP;Várzea Paulista;BUTANTAN/SINOVAC;76036
SP;Várzea Paulista;FIOCRUZ/ASTRAZENECA;65750
SP;Várzea Paulista;JANSSEN (JOHNSON & JOHNSON);6560
SP;Várzea Paulista;PFIZER/BIONTECH;74292
SP;Vera Cruz;BUTANTAN/SINOVAC;7429
SP;Vera Cruz;FIOCRUZ/ASTRAZENECA;6165
SP;Vera Cruz;JANSSEN (JOHNSON & JOHNSON);300
SP;Vera Cruz;PFIZER/BIONTECH;4536
SP;Vinhedo;BUTANTAN/SINOVAC;55368
SP;Vinhedo;FIOCRUZ/ASTRAZENECA;45530
SP;Vinhedo;JANSSEN (JOHNSON & JOHNSON);4075
SP;Vinhedo;PFIZER/BIONTECH;48924
SP;Viradouro;BUTANTAN/SINOVAC;12880
SP;Viradouro;FIOCRUZ/ASTRAZENECA;10395
SP;Viradouro;JANSSEN (JOHNSON & JOHNSON);845
SP;Viradouro;PFIZER/BIONTECH;15792
SP;Vista Alegre Do Alto;BUTANTAN/SINOVAC;6535
SP;Vista Alegre Do Alto;FIOCRUZ/ASTRAZENECA;4665
SP;Vista Alegre Do Alto;JANSSEN (JOHNSON & JOHNSON);465
SP;Vista Alegre Do Alto;PFIZER/BIONTECH;5304
SP;Vitória Brasil;BUTANTAN/SINOVAC;1353
SP;Vitória Brasil;FIOCRUZ/ASTRAZENECA;1105
SP;Vitória Brasil;JANSSEN (JOHNSON & JOHNSON);65
SP;Vitória Brasil;PFIZER/BIONTECH;1206
SP;Votorantim;BUTANTAN/SINOVAC;73448
SP;Votorantim;FIOCRUZ/ASTRAZENECA;67290
SP;Votorantim;JANSSEN (JOHNSON & JOHNSON);5970
SP;Votorantim;PFIZER/BIONTECH;75066
SP;Votuporanga;BUTANTAN/SINOVAC;66306
SP;Votuporanga;FIOCRUZ/ASTRAZENECA;59400
SP;Votuporanga;JANSSEN (JOHNSON & JOHNSON);4220
SP;Votuporanga;PFIZER/BIONTECH;61938
SP;Zacarias;BUTANTAN/SINOVAC;1721
SP;Zacarias;FIOCRUZ/ASTRAZENECA;1630
SP;Zacarias;JANSSEN (JOHNSON & JOHNSON);125
SP;Zacarias;PFIZER/BIONTECH;1998
SP;-;BUTANTAN/SINOVAC;69590
SP;-;FIOCRUZ/ASTRAZENECA;53735
SP;-;JANSSEN (JOHNSON & JOHNSON);8525
SP;-;PFIZER/BIONTECH;96798
TO;Abreulândia;BUTANTAN/SINOVAC;980
TO;Abreulândia;FIOCRUZ/ASTRAZENECA;2100
TO;Abreulândia;JANSSEN (JOHNSON & JOHNSON);85
TO;Abreulândia;PFIZER/BIONTECH;1086
TO;Aguiarnópolis;BUTANTAN/SINOVAC;2018
TO;Aguiarnópolis;FIOCRUZ/ASTRAZENECA;2885
TO;Aguiarnópolis;JANSSEN (JOHNSON & JOHNSON);1825
TO;Aguiarnópolis;PFIZER/BIONTECH;3288
TO;Aliança Do Tocantins;BUTANTAN/SINOVAC;2952
TO;Aliança Do Tocantins;FIOCRUZ/ASTRAZENECA;3410
TO;Aliança Do Tocantins;JANSSEN (JOHNSON & JOHNSON);185
TO;Aliança Do Tocantins;PFIZER/BIONTECH;2352
TO;Almas;BUTANTAN/SINOVAC;3416
TO;Almas;FIOCRUZ/ASTRAZENECA;4850
TO;Almas;JANSSEN (JOHNSON & JOHNSON);175
TO;Almas;PFIZER/BIONTECH;3546
TO;Alvorada;BUTANTAN/SINOVAC;4954
TO;Alvorada;FIOCRUZ/ASTRAZENECA;7010
TO;Alvorada;JANSSEN (JOHNSON & JOHNSON);235
TO;Alvorada;PFIZER/BIONTECH;4638
TO;Ananás;BUTANTAN/SINOVAC;4372
TO;Ananás;FIOCRUZ/ASTRAZENECA;5730
TO;Ananás;JANSSEN (JOHNSON & JOHNSON);415
TO;Ananás;PFIZER/BIONTECH;4602
TO;Angico;BUTANTAN/SINOVAC;1628
TO;Angico;FIOCRUZ/ASTRAZENECA;1825
TO;Angico;JANSSEN (JOHNSON & JOHNSON);75
TO;Angico;PFIZER/BIONTECH;1734
TO;Aparecida Do Rio Negro;BUTANTAN/SINOVAC;2490
TO;Aparecida Do Rio Negro;FIOCRUZ/ASTRAZENECA;2705
TO;Aparecida Do Rio Negro;JANSSEN (JOHNSON & JOHNSON);225
TO;Aparecida Do Rio Negro;PFIZER/BIONTECH;3126
TO;Aragominas;BUTANTAN/SINOVAC;2916
TO;Aragominas;FIOCRUZ/ASTRAZENECA;4705
TO;Aragominas;JANSSEN (JOHNSON & JOHNSON);205
TO;Aragominas;PFIZER/BIONTECH;2616
TO;Araguacema;BUTANTAN/SINOVAC;3124
TO;Araguacema;FIOCRUZ/ASTRAZENECA;3825
TO;Araguacema;JANSSEN (JOHNSON & JOHNSON);345
TO;Araguacema;PFIZER/BIONTECH;4218
TO;Araguaçu;BUTANTAN/SINOVAC;4824
TO;Araguaçu;FIOCRUZ/ASTRAZENECA;6200
TO;Araguaçu;JANSSEN (JOHNSON & JOHNSON);475
TO;Araguaçu;PFIZER/BIONTECH;5358
TO;Araguaína;BUTANTAN/SINOVAC;57857
TO;Araguaína;FIOCRUZ/ASTRAZENECA;92575
TO;Araguaína;JANSSEN (JOHNSON & JOHNSON);5470
TO;Araguaína;PFIZER/BIONTECH;195810
TO;Araguanã;BUTANTAN/SINOVAC;2342
TO;Araguanã;FIOCRUZ/ASTRAZENECA;3750
TO;Araguanã;JANSSEN (JOHNSON & JOHNSON);245
TO;Araguanã;PFIZER/BIONTECH;2664
TO;Araguatins;BUTANTAN/SINOVAC;15904
TO;Araguatins;FIOCRUZ/ASTRAZENECA;17920
TO;Araguatins;JANSSEN (JOHNSON & JOHNSON);710
TO;Araguatins;PFIZER/BIONTECH;24600
TO;Arapoema;BUTANTAN/SINOVAC;2568
TO;Arapoema;FIOCRUZ/ASTRAZENECA;4400
TO;Arapoema;JANSSEN (JOHNSON & JOHNSON);975
TO;Arapoema;PFIZER/BIONTECH;2388
TO;Arraias;BUTANTAN/SINOVAC;5292
TO;Arraias;FIOCRUZ/ASTRAZENECA;8030
TO;Arraias;JANSSEN (JOHNSON & JOHNSON);580
TO;Arraias;PFIZER/BIONTECH;6918
TO;Augustinópolis;BUTANTAN/SINOVAC;7906
TO;Augustinópolis;FIOCRUZ/ASTRAZENECA;9800
TO;Augustinópolis;JANSSEN (JOHNSON & JOHNSON);360
TO;Augustinópolis;PFIZER/BIONTECH;9630
TO;Aurora Do Tocantins;BUTANTAN/SINOVAC;2026
TO;Aurora Do Tocantins;FIOCRUZ/ASTRAZENECA;2345
TO;Aurora Do Tocantins;JANSSEN (JOHNSON & JOHNSON);105
TO;Aurora Do Tocantins;PFIZER/BIONTECH;1512
TO;Axixá Do Tocantins;BUTANTAN/SINOVAC;4628
TO;Axixá Do Tocantins;FIOCRUZ/ASTRAZENECA;5090
TO;Axixá Do Tocantins;JANSSEN (JOHNSON & JOHNSON);225
TO;Axixá Do Tocantins;PFIZER/BIONTECH;6702
TO;Babaçulândia;BUTANTAN/SINOVAC;4218
TO;Babaçulândia;FIOCRUZ/ASTRAZENECA;5910
TO;Babaçulândia;JANSSEN (JOHNSON & JOHNSON);945
TO;Babaçulândia;PFIZER/BIONTECH;4836
TO;Bandeirantes Do Tocantins;BUTANTAN/SINOVAC;1568
TO;Bandeirantes Do Tocantins;FIOCRUZ/ASTRAZENECA;2830
TO;Bandeirantes Do Tocantins;JANSSEN (JOHNSON & JOHNSON);85
TO;Bandeirantes Do Tocantins;PFIZER/BIONTECH;1326
TO;Barra Do Ouro;BUTANTAN/SINOVAC;2036
TO;Barra Do Ouro;FIOCRUZ/ASTRAZENECA;2080
TO;Barra Do Ouro;JANSSEN (JOHNSON & JOHNSON);105
TO;Barra Do Ouro;PFIZER/BIONTECH;3072
TO;Barrolândia;BUTANTAN/SINOVAC;2882
TO;Barrolândia;FIOCRUZ/ASTRAZENECA;3305
TO;Barrolândia;JANSSEN (JOHNSON & JOHNSON);205
TO;Barrolândia;PFIZER/BIONTECH;2574
TO;Bernardo Sayão;BUTANTAN/SINOVAC;1946
TO;Bernardo Sayão;FIOCRUZ/ASTRAZENECA;2795
TO;Bernardo Sayão;JANSSEN (JOHNSON & JOHNSON);645
TO;Bernardo Sayão;PFIZER/BIONTECH;1656
TO;Bom Jesus Do Tocantins;BUTANTAN/SINOVAC;1788
TO;Bom Jesus Do Tocantins;FIOCRUZ/ASTRAZENECA;2025
TO;Bom Jesus Do Tocantins;JANSSEN (JOHNSON & JOHNSON);255
TO;Bom Jesus Do Tocantins;PFIZER/BIONTECH;2724
TO;Brasilândia Do Tocantins;BUTANTAN/SINOVAC;996
TO;Brasilândia Do Tocantins;FIOCRUZ/ASTRAZENECA;1510
TO;Brasilândia Do Tocantins;JANSSEN (JOHNSON & JOHNSON);55
TO;Brasilândia Do Tocantins;PFIZER/BIONTECH;1068
TO;Brejinho De Nazaré;BUTANTAN/SINOVAC;3044
TO;Brejinho De Nazaré;FIOCRUZ/ASTRAZENECA;3540
TO;Brejinho De Nazaré;JANSSEN (JOHNSON & JOHNSON);325
TO;Brejinho De Nazaré;PFIZER/BIONTECH;2970
TO;Buriti Do Tocantins;BUTANTAN/SINOVAC;4390
TO;Buriti Do Tocantins;FIOCRUZ/ASTRAZENECA;5965
TO;Buriti Do Tocantins;JANSSEN (JOHNSON & JOHNSON);275
TO;Buriti Do Tocantins;PFIZER/BIONTECH;3852
TO;Cachoeirinha;BUTANTAN/SINOVAC;1000
TO;Cachoeirinha;FIOCRUZ/ASTRAZENECA;1185
TO;Cachoeirinha;JANSSEN (JOHNSON & JOHNSON);55
TO;Cachoeirinha;PFIZER/BIONTECH;1464
TO;Campos Lindos;BUTANTAN/SINOVAC;3844
TO;Campos Lindos;FIOCRUZ/ASTRAZENECA;4235
TO;Campos Lindos;JANSSEN (JOHNSON & JOHNSON);170
TO;Campos Lindos;PFIZER/BIONTECH;4194
TO;Cariri Do Tocantins;BUTANTAN/SINOVAC;3022
TO;Cariri Do Tocantins;FIOCRUZ/ASTRAZENECA;2505
TO;Cariri Do Tocantins;JANSSEN (JOHNSON & JOHNSON);565
TO;Cariri Do Tocantins;PFIZER/BIONTECH;2634
TO;Carmolândia;BUTANTAN/SINOVAC;1088
TO;Carmolândia;FIOCRUZ/ASTRAZENECA;1325
TO;Carmolândia;JANSSEN (JOHNSON & JOHNSON);55
TO;Carmolândia;PFIZER/BIONTECH;1620
TO;Carrasco Bonito;BUTANTAN/SINOVAC;1740
TO;Carrasco Bonito;FIOCRUZ/ASTRAZENECA;2040
TO;Carrasco Bonito;JANSSEN (JOHNSON & JOHNSON);95
TO;Carrasco Bonito;PFIZER/BIONTECH;2304
TO;Caseara;BUTANTAN/SINOVAC;2352
TO;Caseara;FIOCRUZ/ASTRAZENECA;2595
TO;Caseara;JANSSEN (JOHNSON & JOHNSON);385
TO;Caseara;PFIZER/BIONTECH;3630
TO;Centenário;BUTANTAN/SINOVAC;1330
TO;Centenário;FIOCRUZ/ASTRAZENECA;1550
TO;Centenário;JANSSEN (JOHNSON & JOHNSON);65
TO;Centenário;PFIZER/BIONTECH;1002
TO;Chapada Da Natividade;BUTANTAN/SINOVAC;1734
TO;Chapada Da Natividade;FIOCRUZ/ASTRAZENECA;2980
TO;Chapada Da Natividade;JANSSEN (JOHNSON & JOHNSON);85
TO;Chapada Da Natividade;PFIZER/BIONTECH;1872
TO;Chapada De Areia;BUTANTAN/SINOVAC;978
TO;Chapada De Areia;FIOCRUZ/ASTRAZENECA;1130
TO;Chapada De Areia;JANSSEN (JOHNSON & JOHNSON);105
TO;Chapada De Areia;PFIZER/BIONTECH;864
TO;Colinas Do Tocantins;BUTANTAN/SINOVAC;17140
TO;Colinas Do Tocantins;FIOCRUZ/ASTRAZENECA;17980
TO;Colinas Do Tocantins;JANSSEN (JOHNSON & JOHNSON);2550
TO;Colinas Do Tocantins;PFIZER/BIONTECH;12924
TO;Colméia;BUTANTAN/SINOVAC;3828
TO;Colméia;FIOCRUZ/ASTRAZENECA;5760
TO;Colméia;JANSSEN (JOHNSON & JOHNSON);2045
TO;Colméia;PFIZER/BIONTECH;4260
TO;Combinado;BUTANTAN/SINOVAC;2424
TO;Combinado;FIOCRUZ/ASTRAZENECA;2395
TO;Combinado;JANSSEN (JOHNSON & JOHNSON);105
TO;Combinado;PFIZER/BIONTECH;3054
TO;Conceição Do Tocantins;BUTANTAN/SINOVAC;2108
TO;Conceição Do Tocantins;FIOCRUZ/ASTRAZENECA;2340
TO;Conceição Do Tocantins;JANSSEN (JOHNSON & JOHNSON);105
TO;Conceição Do Tocantins;PFIZER/BIONTECH;2412
TO;Couto Magalhães;BUTANTAN/SINOVAC;2926
TO;Couto Magalhães;FIOCRUZ/ASTRAZENECA;3710
TO;Couto Magalhães;JANSSEN (JOHNSON & JOHNSON);155
TO;Couto Magalhães;PFIZER/BIONTECH;3090
TO;Cristalândia;BUTANTAN/SINOVAC;4564
TO;Cristalândia;FIOCRUZ/ASTRAZENECA;5450
TO;Cristalândia;JANSSEN (JOHNSON & JOHNSON);475
TO;Cristalândia;PFIZER/BIONTECH;2682
TO;Crixás Do Tocantins;BUTANTAN/SINOVAC;958
TO;Crixás Do Tocantins;FIOCRUZ/ASTRAZENECA;1180
TO;Crixás Do Tocantins;JANSSEN (JOHNSON & JOHNSON);315
TO;Crixás Do Tocantins;PFIZER/BIONTECH;1194
TO;Darcinópolis;BUTANTAN/SINOVAC;2748
TO;Darcinópolis;FIOCRUZ/ASTRAZENECA;3325
TO;Darcinópolis;JANSSEN (JOHNSON & JOHNSON);135
TO;Darcinópolis;PFIZER/BIONTECH;2142
TO;Dianópolis;BUTANTAN/SINOVAC;9178
TO;Dianópolis;FIOCRUZ/ASTRAZENECA;13300
TO;Dianópolis;JANSSEN (JOHNSON & JOHNSON);440
TO;Dianópolis;PFIZER/BIONTECH;9234
TO;Divinópolis Do Tocantins;BUTANTAN/SINOVAC;3628
TO;Divinópolis Do Tocantins;FIOCRUZ/ASTRAZENECA;4465
TO;Divinópolis Do Tocantins;JANSSEN (JOHNSON & JOHNSON);205
TO;Divinópolis Do Tocantins;PFIZER/BIONTECH;4722
TO;Dois Irmãos Do Tocantins;BUTANTAN/SINOVAC;3454
TO;Dois Irmãos Do Tocantins;FIOCRUZ/ASTRAZENECA;4545
TO;Dois Irmãos Do Tocantins;JANSSEN (JOHNSON & JOHNSON);245
TO;Dois Irmãos Do Tocantins;PFIZER/BIONTECH;3234
TO;Dueré;BUTANTAN/SINOVAC;2244
TO;Dueré;FIOCRUZ/ASTRAZENECA;3275
TO;Dueré;JANSSEN (JOHNSON & JOHNSON);155
TO;Dueré;PFIZER/BIONTECH;2916
TO;Esperantina;BUTANTAN/SINOVAC;3688
TO;Esperantina;FIOCRUZ/ASTRAZENECA;5475
TO;Esperantina;JANSSEN (JOHNSON & JOHNSON);225
TO;Esperantina;PFIZER/BIONTECH;4974
TO;Fátima;BUTANTAN/SINOVAC;1942
TO;Fátima;FIOCRUZ/ASTRAZENECA;2565
TO;Fátima;JANSSEN (JOHNSON & JOHNSON);105
TO;Fátima;PFIZER/BIONTECH;2082
TO;Figueirópolis;BUTANTAN/SINOVAC;2972
TO;Figueirópolis;FIOCRUZ/ASTRAZENECA;3115
TO;Figueirópolis;JANSSEN (JOHNSON & JOHNSON);275
TO;Figueirópolis;PFIZER/BIONTECH;3582
TO;Filadélfia;BUTANTAN/SINOVAC;3856
TO;Filadélfia;FIOCRUZ/ASTRAZENECA;4100
TO;Filadélfia;JANSSEN (JOHNSON & JOHNSON);205
TO;Filadélfia;PFIZER/BIONTECH;3222
TO;Formoso Do Araguaia;BUTANTAN/SINOVAC;10743
TO;Formoso Do Araguaia;FIOCRUZ/ASTRAZENECA;11760
TO;Formoso Do Araguaia;JANSSEN (JOHNSON & JOHNSON);470
TO;Formoso Do Araguaia;PFIZER/BIONTECH;7740
TO;Fortaleza Do Tabocão;BUTANTAN/SINOVAC;1802
TO;Fortaleza Do Tabocão;FIOCRUZ/ASTRAZENECA;1545
TO;Fortaleza Do Tabocão;JANSSEN (JOHNSON & JOHNSON);155
TO;Fortaleza Do Tabocão;PFIZER/BIONTECH;1686
TO;Goianorte;BUTANTAN/SINOVAC;2128
TO;Goianorte;FIOCRUZ/ASTRAZENECA;4050
TO;Goianorte;JANSSEN (JOHNSON & JOHNSON);205
TO;Goianorte;PFIZER/BIONTECH;1824
TO;Goiatins;BUTANTAN/SINOVAC;7676
TO;Goiatins;FIOCRUZ/ASTRAZENECA;6215
TO;Goiatins;JANSSEN (JOHNSON & JOHNSON);285
TO;Goiatins;PFIZER/BIONTECH;5190
TO;Guaraí;BUTANTAN/SINOVAC;13376
TO;Guaraí;FIOCRUZ/ASTRAZENECA;18365
TO;Guaraí;JANSSEN (JOHNSON & JOHNSON);590
TO;Guaraí;PFIZER/BIONTECH;11964
TO;Gurupi;BUTANTAN/SINOVAC;26194
TO;Gurupi;FIOCRUZ/ASTRAZENECA;34970
TO;Gurupi;JANSSEN (JOHNSON & JOHNSON);2540
TO;Gurupi;PFIZER/BIONTECH;89862
TO;Ipueiras;BUTANTAN/SINOVAC;1022
TO;Ipueiras;FIOCRUZ/ASTRAZENECA;1610
TO;Ipueiras;JANSSEN (JOHNSON & JOHNSON);55
TO;Ipueiras;PFIZER/BIONTECH;1062
TO;Itacajá;BUTANTAN/SINOVAC;4438
TO;Itacajá;FIOCRUZ/ASTRAZENECA;3875
TO;Itacajá;JANSSEN (JOHNSON & JOHNSON);465
TO;Itacajá;PFIZER/BIONTECH;5652
TO;Itaguatins;BUTANTAN/SINOVAC;2566
TO;Itaguatins;FIOCRUZ/ASTRAZENECA;3275
TO;Itaguatins;JANSSEN (JOHNSON & JOHNSON);145
TO;Itaguatins;PFIZER/BIONTECH;3636
TO;Itapiratins;BUTANTAN/SINOVAC;1740
TO;Itapiratins;FIOCRUZ/ASTRAZENECA;2315
TO;Itapiratins;JANSSEN (JOHNSON & JOHNSON);195
TO;Itapiratins;PFIZER/BIONTECH;1956
TO;Itaporã Do Tocantins;BUTANTAN/SINOVAC;1146
TO;Itaporã Do Tocantins;FIOCRUZ/ASTRAZENECA;1410
TO;Itaporã Do Tocantins;JANSSEN (JOHNSON & JOHNSON);165
TO;Itaporã Do Tocantins;PFIZER/BIONTECH;1644
TO;Jaú Do Tocantins;BUTANTAN/SINOVAC;2156
TO;Jaú Do Tocantins;FIOCRUZ/ASTRAZENECA;2865
TO;Jaú Do Tocantins;JANSSEN (JOHNSON & JOHNSON);425
TO;Jaú Do Tocantins;PFIZER/BIONTECH;1968
TO;Juarina;BUTANTAN/SINOVAC;1114
TO;Juarina;FIOCRUZ/ASTRAZENECA;1085
TO;Juarina;JANSSEN (JOHNSON & JOHNSON);55
TO;Juarina;PFIZER/BIONTECH;1542
TO;Lagoa Da Confusão;BUTANTAN/SINOVAC;6498
TO;Lagoa Da Confusão;FIOCRUZ/ASTRAZENECA;7140
TO;Lagoa Da Confusão;JANSSEN (JOHNSON & JOHNSON);210
TO;Lagoa Da Confusão;PFIZER/BIONTECH;6510
TO;Lagoa Do Tocantins;BUTANTAN/SINOVAC;1906
TO;Lagoa Do Tocantins;FIOCRUZ/ASTRAZENECA;2280
TO;Lagoa Do Tocantins;JANSSEN (JOHNSON & JOHNSON);95
TO;Lagoa Do Tocantins;PFIZER/BIONTECH;1416
TO;Lajeado;BUTANTAN/SINOVAC;1730
TO;Lajeado;FIOCRUZ/ASTRAZENECA;1885
TO;Lajeado;JANSSEN (JOHNSON & JOHNSON);85
TO;Lajeado;PFIZER/BIONTECH;2202
TO;Lavandeira;BUTANTAN/SINOVAC;988
TO;Lavandeira;FIOCRUZ/ASTRAZENECA;1415
TO;Lavandeira;JANSSEN (JOHNSON & JOHNSON);55
TO;Lavandeira;PFIZER/BIONTECH;684
TO;Lizarda;BUTANTAN/SINOVAC;1556
TO;Lizarda;FIOCRUZ/ASTRAZENECA;2510
TO;Lizarda;JANSSEN (JOHNSON & JOHNSON);265
TO;Lizarda;PFIZER/BIONTECH;1656
TO;Luzinópolis;BUTANTAN/SINOVAC;1486
TO;Luzinópolis;FIOCRUZ/ASTRAZENECA;1775
TO;Luzinópolis;JANSSEN (JOHNSON & JOHNSON);65
TO;Luzinópolis;PFIZER/BIONTECH;1518
TO;Marianópolis Do Tocantins;BUTANTAN/SINOVAC;2862
TO;Marianópolis Do Tocantins;FIOCRUZ/ASTRAZENECA;2825
TO;Marianópolis Do Tocantins;JANSSEN (JOHNSON & JOHNSON);175
TO;Marianópolis Do Tocantins;PFIZER/BIONTECH;2076
TO;Mateiros;BUTANTAN/SINOVAC;1032
TO;Mateiros;FIOCRUZ/ASTRAZENECA;2195
TO;Mateiros;JANSSEN (JOHNSON & JOHNSON);35
TO;Mateiros;PFIZER/BIONTECH;1806
TO;Maurilândia Do Tocantins;BUTANTAN/SINOVAC;1914
TO;Maurilândia Do Tocantins;FIOCRUZ/ASTRAZENECA;1745
TO;Maurilândia Do Tocantins;JANSSEN (JOHNSON & JOHNSON);115
TO;Maurilândia Do Tocantins;PFIZER/BIONTECH;1110
TO;Miracema Do Tocantins;BUTANTAN/SINOVAC;9214
TO;Miracema Do Tocantins;FIOCRUZ/ASTRAZENECA;11205
TO;Miracema Do Tocantins;JANSSEN (JOHNSON & JOHNSON);950
TO;Miracema Do Tocantins;PFIZER/BIONTECH;9312
TO;Miranorte;BUTANTAN/SINOVAC;6416
TO;Miranorte;FIOCRUZ/ASTRAZENECA;9945
TO;Miranorte;JANSSEN (JOHNSON & JOHNSON);340
TO;Miranorte;PFIZER/BIONTECH;9912
TO;Monte Do Carmo;BUTANTAN/SINOVAC;3560
TO;Monte Do Carmo;FIOCRUZ/ASTRAZENECA;4595
TO;Monte Do Carmo;JANSSEN (JOHNSON & JOHNSON);215
TO;Monte Do Carmo;PFIZER/BIONTECH;3600
TO;Monte Santo Do Tocantins;BUTANTAN/SINOVAC;1322
TO;Monte Santo Do Tocantins;FIOCRUZ/ASTRAZENECA;1440
TO;Monte Santo Do Tocantins;JANSSEN (JOHNSON & JOHNSON);65
TO;Monte Santo Do Tocantins;PFIZER/BIONTECH;978
TO;Muricilândia;BUTANTAN/SINOVAC;1694
TO;Muricilândia;FIOCRUZ/ASTRAZENECA;3615
TO;Muricilândia;JANSSEN (JOHNSON & JOHNSON);85
TO;Muricilândia;PFIZER/BIONTECH;1518
TO;Natividade;BUTANTAN/SINOVAC;4296
TO;Natividade;FIOCRUZ/ASTRAZENECA;5760
TO;Natividade;JANSSEN (JOHNSON & JOHNSON);235
TO;Natividade;PFIZER/BIONTECH;5400
TO;Nazaré;BUTANTAN/SINOVAC;1930
TO;Nazaré;FIOCRUZ/ASTRAZENECA;3380
TO;Nazaré;JANSSEN (JOHNSON & JOHNSON);115
TO;Nazaré;PFIZER/BIONTECH;2514
TO;Nova Olinda;BUTANTAN/SINOVAC;5148
TO;Nova Olinda;FIOCRUZ/ASTRAZENECA;7670
TO;Nova Olinda;JANSSEN (JOHNSON & JOHNSON);495
TO;Nova Olinda;PFIZER/BIONTECH;4758
TO;Nova Rosalândia;BUTANTAN/SINOVAC;2232
TO;Nova Rosalândia;FIOCRUZ/ASTRAZENECA;3245
TO;Nova Rosalândia;JANSSEN (JOHNSON & JOHNSON);125
TO;Nova Rosalândia;PFIZER/BIONTECH;1674
TO;Novo Acordo;BUTANTAN/SINOVAC;2238
TO;Novo Acordo;FIOCRUZ/ASTRAZENECA;2135
TO;Novo Acordo;JANSSEN (JOHNSON & JOHNSON);135
TO;Novo Acordo;PFIZER/BIONTECH;3036
TO;Novo Alegre;BUTANTAN/SINOVAC;1256
TO;Novo Alegre;FIOCRUZ/ASTRAZENECA;1720
TO;Novo Alegre;JANSSEN (JOHNSON & JOHNSON);65
TO;Novo Alegre;PFIZER/BIONTECH;1254
TO;Novo Jardim;BUTANTAN/SINOVAC;1188
TO;Novo Jardim;FIOCRUZ/ASTRAZENECA;1525
TO;Novo Jardim;JANSSEN (JOHNSON & JOHNSON);125
TO;Novo Jardim;PFIZER/BIONTECH;1116
TO;Oliveira De Fátima;BUTANTAN/SINOVAC;590
TO;Oliveira De Fátima;FIOCRUZ/ASTRAZENECA;735
TO;Oliveira De Fátima;JANSSEN (JOHNSON & JOHNSON);35
TO;Oliveira De Fátima;PFIZER/BIONTECH;738
TO;Palmas;BUTANTAN/SINOVAC;102263
TO;Palmas;FIOCRUZ/ASTRAZENECA;83720
TO;Palmas;JANSSEN (JOHNSON & JOHNSON);8315
TO;Palmas;PFIZER/BIONTECH;332634
TO;Palmeirante;BUTANTAN/SINOVAC;2398
TO;Palmeirante;FIOCRUZ/ASTRAZENECA;2725
TO;Palmeirante;JANSSEN (JOHNSON & JOHNSON);145
TO;Palmeirante;PFIZER/BIONTECH;1806
TO;Palmeiras Do Tocantins;BUTANTAN/SINOVAC;2924
TO;Palmeiras Do Tocantins;FIOCRUZ/ASTRAZENECA;3160
TO;Palmeiras Do Tocantins;JANSSEN (JOHNSON & JOHNSON);135
TO;Palmeiras Do Tocantins;PFIZER/BIONTECH;4602
TO;Palmeirópolis;BUTANTAN/SINOVAC;4088
TO;Palmeirópolis;FIOCRUZ/ASTRAZENECA;4650
TO;Palmeirópolis;JANSSEN (JOHNSON & JOHNSON);225
TO;Palmeirópolis;PFIZER/BIONTECH;4248
TO;Paraíso Do Tocantins;BUTANTAN/SINOVAC;14976
TO;Paraíso Do Tocantins;FIOCRUZ/ASTRAZENECA;25595
TO;Paraíso Do Tocantins;JANSSEN (JOHNSON & JOHNSON);200
TO;Paraíso Do Tocantins;PFIZER/BIONTECH;47874
TO;Paranã;BUTANTAN/SINOVAC;4926
TO;Paranã;FIOCRUZ/ASTRAZENECA;7620
TO;Paranã;JANSSEN (JOHNSON & JOHNSON);270
TO;Paranã;PFIZER/BIONTECH;4674
TO;Pau D'Arco;BUTANTAN/SINOVAC;2618
TO;Pau D'Arco;FIOCRUZ/ASTRAZENECA;2950
TO;Pau D'Arco;JANSSEN (JOHNSON & JOHNSON);125
TO;Pau D'Arco;PFIZER/BIONTECH;1380
TO;Pedro Afonso;BUTANTAN/SINOVAC;8455
